# length,centers=4880,roads=4879,wlines=4879,trees=4879
# center_x,center_y,road_x0,road_y0,road_x1,road_y1,line_x0,line_y0,line_x1,line_y1,tree_fg,tree_x,tree_y,tree_r,tree_col
138540101.88971698,46117723.31811804,138540119.00758356,46117759.470277645,138540084.7718504,46117687.16595844,138540102.74561033,46117725.12572602,138540101.03382364,46117721.510510065,1,138540051.81995723,46117617.573051214,30,5
138540125.84587613,46117711.97499662,138540144.8813843,46117747.15523863,138540106.81036794,46117676.79475461,138540126.79765153,46117713.73400872,138540124.89410073,46117710.215984516,0,0,0,0,0
138540149.21091318,46117699.33252093,138540170.30857158,46117733.31617597,138540128.1132548,46117665.3488659,138540150.2657961,46117701.03170368,138540148.15603027,46117697.63333818,0,0,0,0,0
138540171.74472174,46117685.34313118,138540195.04790515,46117717.85407768,138540148.44153833,46117652.83218467,138540172.9098809,46117686.968678504,138540170.57956257,46117683.71758385,0,0,0,0,0
138540193.20719576,46117669.95926751,138540218.81557053,46117700.687286355,138540167.59882098,46117639.23124867,138540194.48761448,46117671.495668456,138540191.92677703,46117668.42286657,0,0,0,0,0
138540213.38145033,46117653.14627758,138540241.07567322,46117682.00853698,138540185.68722743,46117624.284018174,138540214.76616147,46117654.589390546,138540211.99673918,46117651.70316461,0,0,0,0,0
138540232.29024214,46117635.00271203,138540261.68634412,46117662.129620954,138540202.89414015,46117607.87580311,138540233.76004723,46117636.35905748,138540230.82043704,46117633.64636659,0,0,0,0,0
138540250.0976636,46117615.705681935,138540280.8426731,46117641.29365551,138540219.35265413,46117590.11770836,138540251.6349141,46117616.985080615,138540248.56041312,46117614.426283255,0,0,0,0,0
138540266.96963245,46117595.433312945,138540298.7509316,46117619.72217921,138540235.1883333,46117571.14444668,138540268.5586974,46117596.647756256,138540265.3805675,46117594.218869634,0,0,0,0,0
138540283.07206628,46117574.363730654,138540315.61650085,46117597.620122865,138540250.5276317,46117551.10733844,138540284.699288,46117575.52655026,138540281.44484454,46117573.200911045,0,0,0,0,0
138540298.57088265,46117552.67506069,138540331.63893035,46117575.18070935,138540265.50283495,46117530.16941203,138540300.22428504,46117553.80034312,138540296.91748026,46117551.54977826,1,138540214.24736103,46117495.285656616,44,0
138540313.63199928,46117530.54542866,138540347.0093119,46117552.58981575,138540280.25468665,46117508.501041576,138540315.3008649,46117531.64764802,138540311.96313366,46117529.443209305,0,0,0,0,0
138540328.42133382,46117508.15296022,138540361.91781762,46117530.015841365,138540294.92485002,46117486.29007907,138540330.096158,46117509.24610428,138540326.74650964,46117507.05981616,0,0,0,0,0
138540343.09730235,46117485.66766476,138540376.635039,46117507.467211075,138540309.5595657,46117463.86811844,138540344.77418917,46117486.757642075,138540341.42041552,46117484.57768744,0,0,0,0,0
138540357.72688842,46117463.16062732,138540391.29954058,46117484.90636313,138540324.15423626,46117441.41489151,138540359.40552104,46117464.24791411,138540356.0482558,46117462.07334053,0,0,0,0,0
138540372.31601542,46117440.63686953,138540405.91857696,46117462.33635936,138540338.7134539,46117418.937379695,138540373.9961435,46117441.72184402,138540370.63588735,46117439.55189504,0,0,0,0,0
138540386.8694918,46117418.10020675,138540420.496985,46117439.761040084,138540353.24199858,46117396.43937341,138540388.55086645,46117419.183248416,138540385.18811712,46117417.01716508,1,138540147.2736027,46117263.76676923,40,3
138540401.39212605,46117395.55445435,138540435.03959632,46117417.18424272,138540367.7446558,46117373.92466598,138540403.07449958,46117396.63594377,138540399.70975253,46117394.47296493,0,0,0,0,0
138540415.88872656,46117373.00342767,138540449.5512362,46117394.60980275,138540382.2262169,46117351.397052586,138540417.57185206,46117374.083746426,138540414.20560107,46117371.92310891,1,138540270.29837233,46117279.55585543,38,2
138540430.3641019,46117350.45094214,138540464.0367248,46117372.04155272,138540396.69147897,46117328.86033155,138540432.04773304,46117351.530472666,138540428.68047073,46117349.37141161,0,0,0,0,0
138540444.82306033,46117327.90081305,138540478.50087565,46117349.48332344,138540411.14524502,46117306.31830266,138540446.5069511,46117328.97993857,138540443.13916957,46117326.821687534,1,138540164.45524773,46117148.22641408,29,2
138540459.2704105,46117305.35685582,138540492.94849715,46117326.93894286,138540425.59232387,46117283.77476878,138540460.95431483,46117306.435960166,138540457.5865062,46117304.27775147,0,0,0,0,0
138540473.71096078,46117282.822885774,138540507.38439113,46117304.41223703,138540440.03753042,46117261.233534515,138540475.39463228,46117283.90235334,138540472.02728927,46117281.74341821,0,0,0,0,0
138540488.14951962,46117260.30271831,138540521.8133538,46117281.907029636,138540454.48568544,46117238.69840699,138540489.83271134,46117261.38293388,138540486.4663279,46117259.222502746,1,138540630.37921906,46117351.58093365,27,2
138540502.59089556,46117237.800168805,138540536.2401755,46117259.42714181,138540468.94161564,46117216.1731958,138540504.27335957,46117238.881517455,138540500.90843156,46117236.718820155,1,138540180.3990404,46117030.72190228,47,2
138540517.039897,46117215.319052584,138540550.66964015,46117236.976392545,138540483.41015384,46117193.661712624,138540518.72138417,46117216.40191958,138540515.35840982,46117214.23618559,1,138540827.27427778,46117415.10801372,35,5
138540531.50133237,46117192.86318503,138540565.10652608,46117214.55859829,138540497.89613867,46117171.16777178,138540533.18159205,46117193.9479557,138540529.8210727,46117191.77841437,0,0,0,0,0
138540545.98001012,46117170.43638152,138540579.55560523,46117192.17757315,138540512.404415,46117148.695189886,138540547.65878987,46117171.5234411,138540544.30123037,46117169.34932194,0,0,0,0,0
138540560.48073882,46117148.04245742,138540594.0216441,46117169.83712819,138540526.93983355,46117126.24778664,138540562.15778407,46117149.13219096,138540558.80369356,46117146.952723876,0,0,0,0,0
138540575.00832683,46117125.68522807,138540608.50940272,46117147.541072026,138540541.50725093,46117103.82938412,138540576.68338063,46117126.77802027,138540573.33327302,46117124.592435874,0,0,0,0,0
138540589.5675826,46117103.36850886,138540623.02363542,46117125.29321026,138540556.1115298,46117081.44380746,138540591.24038523,46117104.46474393,138540587.89477998,46117102.272273794,1,138540443.19735163,46117007.44794025,31,3
138540604.16331464,46117081.09611515,138540637.5690906,46117103.097345375,138540570.75753868,46117059.094884925,138540605.83360344,46117082.19617666,138540602.49302584,46117079.996053636,0,0,0,0,0
138540618.8003314,46117058.87186231,138540652.15051112,46117080.95727635,138540585.4501517,46117036.78644826,138540620.4678404,46117059.97613301,138540617.13282242,46117057.7675916,0,0,0,0,0
138540633.48344123,46117036.69956569,138540666.77263337,46117058.876799226,138540600.1942491,46117014.52233215,138540635.14790085,46117037.80842736,138540631.81898162,46117035.59070401,0,0,0,0,0
138540648.21745276,46117014.583040655,138540681.4401889,46117036.85970562,138540614.9947166,46116992.30637569,138540649.87858957,46117015.6968739,138540646.55631596,46117013.469207406,1,138540364.16305858,46116824.11755523,30,2
138540663.00717437,46116992.52610261,138540696.1579033,46117014.909783505,138540629.85644543,46116970.142421715,138540664.66471082,46116993.64528666,138540661.34963793,46116991.40691856,1,138540821.30190507,46117099.40817889,47,0
138540677.8574145,46116970.532566875,138540710.93049666,46116993.03081652,138540644.78433236,46116948.03431723,138540679.5110686,46116971.65747936,138540676.20376042,46116969.40765439,0,0,0,0,0
138540692.77298164,46116948.60624883,138540725.76268384,46116971.22658371,138540659.78327945,46116925.985913955,138540694.42246675,46116949.73726558,138540691.12349653,46116947.47523209,0,0,0,0,0
138540707.75868422,46116926.75096386,138540740.6591745,46116949.50085921,138540674.85819393,46116904.00106851,138540709.40370873,46116927.888458624,138540706.1136597,46116925.613469094,0,0,0,0,0
138540722.81933066,46116904.970527306,138540755.6246733,46116927.85741206,138540690.01398802,46116882.08364255,138540724.4595978,46116906.11487155,138540721.17906353,46116903.826183066,1,138540830.25682783,46116979.92507488,29,4
138540737.95972952,46116883.268754534,138540770.66388032,46116906.30000548,138540705.25557873,46116860.23750359,138540739.59493706,46116884.42031708,138540736.324522,46116882.117191985,1,138540469.7856929,46116694.41249679,32,0
138540753.18468916,46116861.649460934,138540785.78149074,46116884.832397036,138540720.5878876,46116838.46652483,138540754.81452924,46116862.80860774,138540751.5548491,46116860.490314126,0,0,0,0,0
138540768.4990181,46116840.11646185,138540800.9821957,46116863.4583378,138540736.0158405,46116816.7745859,138540770.123177,46116841.28355565,138540766.8748592,46116838.94936805,0,0,0,0,0
138540783.9075248,46116818.67357266,138540816.27068225,46116842.18157215,138540751.54436734,46116795.16557317,138540785.52568266,46116819.84897263,138540782.28936693,46116817.498172686,0,0,0,0,0
138540799.41501766,46116797.32460872,138540831.6516336,46116821.005837426,138540767.17840174,46116773.643380016,138540801.02684847,46116798.50867016,138540797.80318686,46116796.14054728,1,138540654.35024595,46116690.75907956,32,3
138540815.02630517,46116776.0733854,138540847.1297297,46116799.93486345,138540782.92288065,46116752.21190736,138540816.6314764,46116777.2664593,138540813.42113394,46116774.880311504,0,0,0,0,0
138540830.74619582,46116754.92371806,138540862.70964754,46116778.97237196,138540798.7827441,46116730.87506416,138540832.3443684,46116756.12615075,138540829.14802325,46116753.721285366,1,138540539.0796989,46116535.479751244,49,5
138540846.57949802,46116733.87942208,138540878.39606145,46116758.122076474,138540814.7629346,46116709.63676769,138540848.1703262,46116735.091554806,138540844.98866984,46116732.66728936,0,0,0,0,0
138540862.53102025,46116712.94431281,138540894.19364366,46116737.38768164,138540830.86839685,46116688.50094398,138540864.11415142,46116714.16648125,138540860.9478891,46116711.72214437,1,138540577.5674097,46116492.95399334,34,4
138540878.60557097,46116692.12220563,138540910.10706478,46116716.77288284,138540847.10407716,46116667.47152842,138540880.18064567,46116693.35473949,138540877.03049627,46116690.88967177,0,0,0,0,0
138540894.8079586,46116671.41691589,138540926.14099428,46116696.28136593,138540863.47492293,46116646.552465856,138540896.3746104,46116672.6601384,138540893.2413068,46116670.17369339,0,0,0,0,0
138540911.14299166,46116650.83225897,138540942.3001012,46116675.91680652,138540879.98588213,46116625.74771142,138540912.70084715,46116652.08648635,138540909.58513618,46116649.57803159,0,0,0,0,0
138540927.61547858,46116630.37205023,138540958.58905458,46116655.68286983,138540896.64190257,46116605.06123064,138540929.1641574,46116631.63759121,138540926.06679976,46116629.10650925,0,0,0,0,0
138540944.23022777,46116610.04010503,138540975.0125242,46116635.58321031,138540913.44793135,46116584.49699975,138540945.7693426,46116611.317260295,138540942.69111294,46116608.762949765,0,0,0,0,0
138540960.99204776,46116589.84023874,138540991.5751813,46116615.62147109,138540930.4089142,46116564.05900639,138540962.52120444,46116591.12930036,138540959.46289107,46116588.55117712,0,0,0,0,0
138540977.90574703,46116569.77626675,138541008.2816997,46116595.80128356,138540947.52979437,46116543.75124995,138540979.42454466,46116571.07751759,138540976.3869494,46116568.475015916,1,138541065.23661095,46116644.59819007,49,0
138540994.97613388,46116549.85200438,138541025.13675535,46116576.1262677,138540964.81551242,46116523.57774106,138540996.48416495,46116551.16571754,138540993.4681028,46116548.538291216,0,0,0,0,0
138541012.20801693,46116530.07126703,138541042.14502895,46116556.60003089,138540982.27100492,46116503.54250317,138541013.70486754,46116531.39770523,138541010.71116632,46116528.744828835,0,0,0,0,0
138541029.60620457,46116510.437870055,138541059.3112053,46116537.22616845,138540999.90120384,46116483.64957166,138541031.0914546,46116511.77728497,138541028.12095454,46116509.09845514,0,0,0,0,0
138541047.1755053,46116490.95562883,138541076.63997525,46116518.0082629,138541017.71103537,46116463.90299475,138541048.64872882,46116492.30826053,138541045.7022818,46116489.602997124,0,0,0,0,0
138541064.92072752,46116471.62835869,138541094.13603574,46116498.94988437,138541035.7054193,46116444.306833014,138541066.38149294,46116472.994434975,138541063.4599621,46116470.26228241,1,138540991.15207425,46116402.641506344,33,4
138541082.84667972,46116452.45987503,138541111.80409157,46116480.05459007,138541053.88926786,46116424.865159996,138541084.2945503,46116453.839610785,138541081.39880913,46116451.08013928,0,0,0,0,0
138541100.95817032,46116433.45399321,138541129.6488559,46116461.32592464,138541072.26748475,46116405.582061775,138541102.3927046,46116434.84758978,138541099.52363604,46116432.060396634,0,0,0,0,0
138541119.26000786,46116414.6145286,138541147.6750516,46116442.7674199,138541090.84496412,46116386.461637296,138541120.68076006,46116416.02217316,138541117.83925566,46116413.206884034,0,0,0,0,0
138541137.75700068,46116395.94529655,138541165.8874118,46116424.38259549,138541109.62658957,46116367.50799761,138541139.16352123,46116397.3671615,138541136.35048014,46116394.5234316,1,138540985.14952046,46116241.67294979,32,0
138541156.4539574,46116377.450112455,138541184.2906818,46116406.174958415,138541128.617233,46116348.725266494,138541157.84579363,46116378.88635475,138541155.06212118,46116376.01387016,0,0,0,0,0
138541175.35568634,46116359.132791646,138541202.88961896,46116388.148004115,138541147.8217537,46116330.11757918,138541176.73238295,46116360.58355227,138541173.97898972,46116357.68203102,1,138540953.01918045,46116124.83495095,33,3
138541194.46699592,46116340.99714949,138541221.6889944,46116370.30521662,138541167.24499744,46116311.68908236,138541195.82809585,46116342.462552845,138541193.105896,46116339.531746134,0,0,0,0,0
138541213.7926948,46116323.047001384,138541240.69359466,46116352.650068566,138541186.89179495,46116293.4439342,138541215.1377398,46116324.52715474,138541212.4476498,46116321.566848025,0,0,0,0,0
138541233.33759123,46116305.286162674,138541259.90822095,46116335.186022826,138541206.76696151,46116275.38630252,138541234.6661227,46116306.78115568,138541232.00905976,46116303.791169666,0,0,0,0,0
138541253.1064938,46116287.718448736,138541279.30393738,46116317.94581962,138541226.90905023,46116257.491077855,138541254.41636598,46116289.22981728,138541251.79662162,46116286.20708019,0,0,0,0,0
138541273.1185925,46116270.37437245,138541298.6783844,46116301.1428147,138541247.5588006,46116239.6059302,138541274.3965821,46116271.91279457,138541271.8406029,46116268.83595034,1,138541502.51772475,46116546.52114162,30,4
138541293.4852282,46116253.45551234,138541318.03647792,46116285.034558214,138541268.9339785,46116221.87646646,138541294.7127907,46116255.03446463,138541292.25766572,46116251.87656005,1,138541108.12329298,46116015.03371599,41,5
138541314.3540953,46116237.23093199,138541337.49349585,46116269.858652465,138541291.21469477,46116204.603211515,138541315.51106533,46116238.86231802,138541313.1971253,46116235.59954596,0,0,0,0,0
138541335.87297645,46116221.96985943,138541357.1612381,46116255.83444145,138541314.5847148,46116188.105277404,138541336.93738952,46116223.66308853,138541334.80856338,46116220.27663033,0,0,0,0,0
138541358.1892112,46116207.94122491,138541377.2399573,46116243.11321764,138541339.13846508,46116172.76923218,138541359.1417485,46116209.69982455,138541357.2366739,46116206.18262527,1,138541514.88159803,46116497.23086508,37,2
138541381.3908822,46116195.374147825,138541397.9691524,46116231.77690812,138541364.812612,46116158.97138753,138541382.2197957,46116197.19428584,138541380.56196868,46116193.55400981,1,138541274.8754962,46115961.486412905,43,1
138541405.44783485,46116184.41831212,138541419.3323871,46116221.931232676,138541391.5632826,46116146.90539156,138541406.14206246,46116186.29395814,138541404.75360724,46116182.54266609,0,0,0,0,0
138541430.31587967,46116175.21397232,138541441.28851867,46116213.679556854,138541419.34324068,46116136.74838779,138541430.8645116,46116177.13725155,138541429.76724774,46116173.2906931,1,138541341.7118198,46115864.60437722,32,3
138541455.9508269,46116167.90138303,138541463.5791022,46116207.1672641,138541448.32255164,46116128.63550196,138541456.33224067,46116169.86467708,138541455.56941316,46116165.938088976,0,0,0,0,0
138541482.26632667,46116162.789008856,138541482.92294082,46116202.78361922,138541481.6097125,46116122.794398494,138541482.29915738,46116164.788739376,138541482.23349595,46116160.789278336,0,0,0,0,0
138541508.63192552,46116162.3561499,138541497.08956385,46116200.65463403,138541520.1742872,46116124.057665765,138541508.05480745,46116164.2710741,138541509.2090436,46116160.44122569,0,0,0,0,0
138541533.8896168,46116169.968289495,138541511.33947462,46116203.006011695,138541556.43975896,46116136.930567294,138541532.76210967,46116171.62017561,138541535.0171239,46116168.31640338,0,0,0,0,0
138541555.921017,46116185.00598501,138541525.23626682,46116210.66618976,138541586.60576716,46116159.34578025,138541554.3867795,46116186.28899524,138541557.4552545,46116183.72297477,0,0,0,0,0
138541572.96022654,46116205.381655924,138541537.01630354,46116222.9325647,138541608.90414953,46116187.83074715,138541571.1630304,46116206.25920136,138541574.7574227,46116204.504110485,1,138541830.85787413,46116079.45388549,49,4
138541584.6109536,46116229.242120475,138541545.64325354,46116238.27087184,138541623.57865366,46116220.21336911,138541582.6625686,46116229.693558045,138541586.5593386,46116228.790682904,0,0,0,0,0
138541590.59419286,46116255.06552214,138541550.59419584,46116255.080978245,138541630.59418988,46116255.05006604,138541588.594193,46116255.066294946,138541592.5941927,46116255.06474934,1,138541822.59417555,46116254.97587674,28,5
138541590.60448956,46116281.71312155,138541551.61560345,46116272.77630106,138541629.59337568,46116290.64994203,138541588.65504527,46116281.266280524,138541592.55393386,46116282.15996257,0,0,0,0,0
138541584.64160946,46116307.72752495,138541548.7664244,46116290.03653582,138541620.51679453,46116325.41851408,138541582.8478502,46116306.8429755,138541586.43536872,46116308.612074405,0,0,0,0,0
138541572.98101768,46116331.37379397,138541541.79795274,46116306.32151941,138541604.16408262,46116356.42606852,138541571.42186442,46116330.12118024,138541574.54017094,46116332.6264077,0,0,0,0,0
138541556.47944748,46116351.91362695,138541529.32516718,46116322.54280705,138541583.6337278,46116381.28444684,138541555.12173346,46116350.44508595,138541557.8371615,46116353.38216794,0,0,0,0,0
138541536.83068317,46116370.07954998,138541512.12447953,46116338.62158595,138541561.5368868,46116401.537514016,138541535.59537297,46116368.50665178,138541538.06599337,46116371.652448185,0,0,0,0,0
138541515.69324562,46116386.680301264,138541492.63879743,46116353.99249897,138541538.7476938,46116419.36810356,138541514.5405232,46116385.04591115,138541516.84596804,46116388.31469138,0,0,0,0,0
138541493.76847547,46116402.143668085,138541472.0777975,46116368.535417765,138541515.45915344,46116435.751918405,138541492.68394157,46116400.46325557,138541494.85300937,46116403.8240806,1,138541322.9543865,46116137.47869682,33,3
138541471.2324252,46116416.688376725,138541450.59055617,46116382.425959386,138541491.87429425,46116450.95079406,138541470.20033175,46116414.975255854,138541472.26451868,46116418.401497595,0,0,0,0,0
138541448.25573832,46116430.53100077,138541428.32780161,46116395.848478675,138541468.18367502,46116465.21352287,138541447.25934148,46116428.796874665,138541449.25213516,46116432.26512688,0,0,0,0,0
138541425.00905833,46116443.88811379,138541405.44854364,46116408.99705097,138541444.56957301,46116478.77917661,138541424.0310326,46116442.14356065,138541425.98708406,46116445.63266693,0,0,0,0,0
138541401.66302872,46116456.97628934,138541382.11665708,46116422.07730144,138541421.20940036,46116491.875277236,138541400.68571013,46116455.23133995,138541402.6403473,46116458.72123873,0,0,0,0,0
138541378.388293,46116470.01210102,138541358.4991086,46116435.30734134,138541398.27747738,46116504.7168607,138541377.3938338,46116468.27686303,138541379.3827522,46116471.747339,0,0,0,0,0
138541355.3554948,46116483.21212241,138541334.76599562,46116448.91820861,138541375.94499397,46116517.506036215,138541354.32601985,46116481.49742672,138541356.38496974,46116484.9268181,0,0,0,0,0
138541332.73527753,46116496.79292707,138541311.09252885,46116463.15379169,138541354.37802622,46116530.432062455,138541331.6531401,46116495.1109703,138541333.81741497,46116498.47488384,0,0,0,0,0
138541310.6982848,46116510.9710886,138541287.66305652,46116478.26973913,138541333.7335131,46116543.67243808,138541309.5465234,46116509.33602113,138541311.85004622,46116512.60615607,0,0,0,0,0
138541289.41516003,46116525.96318055,138541264.67696765,46116494.53036588,138541314.1533524,46116557.39599522,138541288.1782504,46116524.39153981,138541290.65206966,46116527.53482129,0,0,0,0,0
138541269.05654684,46116541.985776514,138541242.3556146,46116512.20222035,138541295.75747907,46116571.76933268,138541267.72150022,46116540.496598706,138541270.39159346,46116543.47495432,0,0,0,0,0
138541249.79308864,46116559.255450055,138541220.9627709,46116531.52797668,138541278.62340638,46116586.98292343,138541248.35157275,46116557.869076386,138541251.23460454,46116560.641823724,1,138541339.8878315,46116645.90380437,37,0
138541231.78666556,46116577.978068285,138541201.11193115,46116552.30589134,138541262.46139997,46116603.65024523,138541230.25292885,46116576.69445944,138541233.32040226,46116579.26167713,0,0,0,0,0
138541214.96674913,46116598.075564116,138541183.06804046,46116573.94109945,138541246.8654578,46116622.21002878,138541213.37181368,46116596.86884088,138541216.56168458,46116599.28228735,0,0,0,0,0
138541199.011853,46116619.16327377,138541166.41958225,46116595.973968334,138541231.60412377,46116642.3525792,138541197.38223946,46116618.0038085,138541200.64146656,46116620.322739035,0,0,0,0,0
138541183.58801052,46116640.84128616,138541150.76137507,46116617.984952115,138541216.41464597,46116663.697620206,138541181.94667876,46116639.69846946,138541185.22934228,46116641.98410286,0,0,0,0,0
138541168.36146522,46116662.709896006,138541135.5746935,46116639.796415254,138541201.14823693,46116685.62337676,138541166.72212663,46116661.56422197,138541170.0008038,46116663.85557004,0,0,0,0,0
138541153.13270572,46116684.50064297,138541120.22621864,46116661.759422526,138541186.0391928,46116707.241863415,138541151.48738137,46116683.36358195,138541154.77803007,46116685.63770399,0,0,0,0,0
138541138.0665815,46116706.301285714,138541104.81160766,46116684.07277441,138541171.32155532,46116728.52979702,138541136.4038328,46116705.18986015,138541139.72933018,46116707.41271128,0,0,0,0,0
138541123.38916627,46116728.259439036,138541089.57071733,46116706.897966415,138541157.2076152,46116749.62091166,138541121.69824383,46116727.191365406,138541125.0800887,46116729.32751267,1,138541379.56391683,46116890.072594166,33,5
138541109.32653382,46116750.52271766,138541074.75602958,46116730.40108163,138541143.89703807,46116770.644353695,138541107.5980086,46116749.51663586,138541111.05505905,46116751.52879947,0,0,0,0,0
138541096.10475788,46116773.23873641,138541060.64186898,46116754.735128365,138541131.56764677,46116791.74234446,138541094.33161342,46116772.31355601,138541097.87790233,46116774.16391682,1,138541396.6527413,46116930.0568146,31,4
138541083.94159427,46116796.549915425,138541047.64207712,46116779.74678908,138541120.24111143,46116813.35304177,138541082.12661842,46116795.70975911,138541085.75657013,46116797.39007174,0,0,0,0,0
138541072.8644096,46116820.479775086,138541035.92246318,46116805.14052492,138541109.806356,46116835.819025256,138541071.0173123,46116819.71281258,138541074.7115069,46116821.24673759,0,0,0,0,0
138541062.710693,46116844.933255546,138541025.29331663,46116830.79324328,138541100.12806937,46116859.07326781,138541060.83982417,46116844.22625493,138541064.58156183,46116845.64025616,0,0,0,0,0
138541053.30971795,46116869.81016619,138541015.55487335,46116856.59760742,138541091.06456256,46116883.022724956,138541051.42197573,46116869.14953825,138541055.19746017,46116870.47079413,0,0,0,0,0
138541044.4907579,46116895.010316424,138541006.51362842,46116882.45095198,138541082.4678874,46116907.56968087,138541042.59190145,46116894.3823482,138541046.38961437,46116895.638284646,0,0,0,0,0
138541036.08308652,46116920.43351571,138540997.98281923,46116908.25280834,138541074.1833538,46116932.614223085,138541034.17807317,46116919.82448035,138541037.98809987,46116921.04255108,1,138541269.4472237,46116995.04034836,27,2
138541027.91597706,46116945.97957342,138540989.78250733,46116933.90321277,138541066.0494468,46116958.05593407,138541026.00930357,46116945.37575539,138541029.82265055,46116946.58339145,1,138540923.04893532,46116912.76958164,48,0
138541019.81870311,46116971.548298955,138540981.73954737,46116959.30175262,138541057.89785886,46116983.79484529,138541017.91474533,46116970.93597164,138541021.7226609,46116972.16062627,0,0,0,0,0
138541011.62053826,46116997.03950176,138540973.68759534,46116984.347305685,138541049.5534812,46117009.73169783,138541009.7238911,46116996.40489195,138541013.51718542,46116997.67411156,0,0,0,0,0
138541003.15075588,46117022.35299124,138540965.46719998,46117008.938461244,138541040.83431178,46117035.76752123,138541001.26657808,46117021.68226474,138541005.0349337,46117023.02371774,0,0,0,0,0
138540994.2386295,46117047.38857677,138540956.92591006,46117032.97466096,138541031.55134892,46117061.802492574,138540992.37299353,46117046.667880975,138540996.10426545,46117048.10927256,0,0,0,0,0
138540984.71343258,46117072.046067804,138540947.9182054,46117056.35813434,138541021.50865975,46117087.73400127,138540982.87367123,46117071.26167113,138540986.55319393,46117072.830464475,0,0,0,0,0
138540974.40443864,46117096.225273736,138540938.30491918,46117078.99667264,138541010.5039581,46117113.453874834,138540972.59946266,46117095.36384368,138540976.20941463,46117097.08670379,0,0,0,0,0
138540963.1409212,46117119.826003976,138540927.95167342,46117100.80714911,138540998.330169,46117138.84485884,138540961.38145882,46117118.87506124,138540964.9003836,46117120.776946716,1,138541315.03339908,46117310.014552586,34,4
138540950.75215375,46117142.74806794,138540916.72577053,46117121.71939122,138540984.77853698,46117163.776744656,138540949.0508346,46117141.6966341,138540952.4534729,46117143.79950178,1,138540787.42551428,46117041.810419686,29,3
138540937.06740975,46117164.89127504,138540904.48432994,46117141.68905726,138540969.65048957,46117188.09349282,138540935.43825576,46117163.73116415,138540938.69656375,46117166.05138593,0,0,0,0,0
138540921.92253113,46117186.15936215,138540890.8734202,46117160.94125931,138540952.97164205,46117211.377464995,138540920.37007558,46117184.89845701,138540923.47498667,46117187.42026729,0,0,0,0,0
138540905.34464362,46117206.57044031,138540875.6394898,46117179.78231165,138540935.04979745,46117233.35856897,138540903.85938594,46117205.23103388,138540906.8299013,46117207.90984674,0,0,0,0,0
138540887.5775842,46117226.272198476,138540858.96170568,46117198.323468685,138540916.19346273,46117254.22092827,138540886.1467903,46117224.874761984,138540889.00837812,46117227.66963497,0,0,0,0,0
138540868.8768685,46117245.41930867,138540841.06506607,46117216.67033223,138540896.6886709,46117274.16828511,138540867.48627836,46117243.98185985,138540870.26745862,46117246.85675749,0,0,0,0,0
138540849.4980122,46117264.16644295,138540822.18915603,46117234.939291656,138540876.8068684,46117293.39359425,138540848.1325694,46117262.70508539,138540850.86345503,46117265.62780052,0,0,0,0,0
138540829.6965312,46117282.66827339,138540802.58230537,46117253.26047242,138540856.81075704,46117312.07607436,138540828.34081993,46117281.19788334,138540831.0522425,46117284.13866344,1,138541058.13388374,46117530.42899659,27,0
138540809.72794098,46117301.07947201,138540782.49797344,46117271.77880876,138540836.9579085,46117330.38013527,138540808.3664426,46117299.61443885,138540811.08943936,46117302.54450518,0,0,0,0,0
138540789.84775743,46117319.55471089,138540762.193373,46117290.65427798,138540817.50214186,46117348.455143794,138540788.4650382,46117318.10968924,138540791.23047665,46117320.99973253,0,0,0,0,0
138540770.31149608,46117338.248662055,138540741.93025956,46117310.06168966,138540798.6927326,46117366.43563445,138540768.89243424,46117336.83931343,138540771.73055792,46117339.65801068,0,0,0,0,0
138540751.37467283,46117357.31599757,138540721.97791135,46117330.18980331,138540780.7714343,46117384.44219183,138540749.90483475,46117355.95968786,138540752.8445109,46117358.67230728,0,0,0,0,0
138540733.29280323,46117376.911389485,138540702.6183042,46117351.23893132,138540763.96730226,46117402.58384765,138540731.75907826,46117375.62776658,138540734.8265282,46117378.19501239,0,0,0,0,0
138540716.32140312,46117397.189509846,138540684.1531129,46117373.41555132,138540748.48969334,46117420.96346837,138540714.71298862,46117396.00081192,138540717.92981762,46117398.37820777,0,0,0,0,0
138540700.71598816,46117418.30503071,138540666.91109207,46117396.92211694,138540734.52088425,46117439.68794448,138540699.02574337,46117417.235885024,138540702.40623295,46117419.3741764,0,0,0,0,0
138540686.73207405,46117440.412624106,138540651.25255024,46117421.94093253,138540722.21159786,46117458.884315684,138540684.95809788,46117439.489039525,138540688.50605023,46117441.336208686,0,0,0,0,0
138540674.62517652,46117463.66696211,138540637.56577143,46117448.613706805,138540711.6845816,46117478.720217414,138540672.77220628,46117462.91429935,138540676.47814676,46117464.41962487,0,0,0,0,0
138540664.65081123,46117488.222716756,138540626.23811123,46117477.06635177,138540703.06351122,46117499.37908174,138540662.73017624,46117487.66489851,138540666.5714462,46117488.780535005,0,0,0,0,0
138540657.1067178,46117514.19793342,138540617.535937,46117508.35385016,138540696.67749858,46117520.04201668,138540655.12817875,46117513.90572926,138540659.08525684,46117514.490137585,0,0,0,0,0
138540653.1540641,46117540.96168513,138540613.2290184,46117543.40928116,138540693.0791098,46117538.5140891,138540651.1578118,46117541.08406493,138540655.1503164,46117540.83930533,0,0,0,0,0
